id,total_recent,positive_recent,mood_recent,total_all,positive_all,mood_all
882100,113,80,Mostly Positive,16745,12223,Mostly Positive
882140,0,0,,364,349,Very Positive
882250,0,0,,160,129,Very Positive
882710,0,0,Very Positive,871,844,Overwhelmingly Positive
882790,166,142,Very Positive,9190,8271,Very Positive
883070,0,0,,246,218,Very Positive
883150,0,0,,910,600,Mixed
883360,0,0,,669,582,Very Positive
883710,1030,988,Overwhelmingly Positive,63599,61691,Overwhelmingly Positive
884140,0,0,,39,35,Positive
884260,34,32,Very Positive,1587,1523,Overwhelmingly Positive
884620,0,0,,214,121,Mixed
885000,22,19,Very Positive,709,666,Very Positive
885140,0,0,,676,540,Very Positive
885270,0,0,,73,49,Mixed
885810,43,41,Very Positive,1382,1340,Overwhelmingly Positive
885970,123,94,Mostly Positive,6094,4265,Mostly Positive
886060,0,0,,61,24,Mixed
8870,871,810,Very Positive,87227,82865,Overwhelmingly Positive
887060,16,9,Mixed,413,330,Very Positive
887090,0,0,,44,30,Mostly Positive
887120,0,0,,92,63,Mixed
887420,0,0,,30,27,Positive
887720,0,0,,390,163,Mixed
888530,14,7,Mixed,270,210,Mostly Positive
888650,0,0,,149,111,Mostly Positive
888790,0,0,Very Positive,1501,1470,Overwhelmingly Positive
888850,0,0,,24,18,Mostly Positive
888855,0,0,,94,76,Very Positive
888858,0,0,,92,82,Very Positive
888872,14,9,Mostly Positive,171,129,Mostly Positive
888990,0,0,,53,51,Very Positive
889071,0,0,,0,0,1 user reviews
889072,0,0,,0,0,1 user reviews
889510,0,0,Very Positive,1225,1127,Very Positive
889700,0,0,,130,124,Very Positive
889710,0,0,,112,99,Very Positive
889900,0,0,,77,61,Very Positive
889920,27,19,Mostly Positive,1834,1595,Very Positive
889921,23,13,Mixed,1131,870,Mostly Positive
890720,23,19,Very Positive,780,717,Very Positive
891020,0,0,,43,14,Mostly Negative
891170,0,0,,98,86,Very Positive
891230,0,0,,73,57,Mostly Positive
891510,0,0,,548,520,Overwhelmingly Positive
891730,0,0,,288,187,Mixed
892760,0,0,,344,275,Very Positive
892970,5118,4708,Very Positive,241482,229407,Overwhelmingly Positive
8930,445,422,Overwhelmingly Positive,109824,105431,Overwhelmingly Positive
893010,0,0,,519,378,Mostly Positive
893020,0,0,,289,193,Mixed
893050,0,0,,160,129,Very Positive
893180,59,56,Very Positive,4867,4331,Very Positive
893500,0,0,,114,63,Mixed
893680,68,57,Very Positive,2308,2031,Very Positive
893720,0,0,,190,152,Very Positive
893760,0,0,,18,15,Positive
893840,0,0,,74,70,Very Positive
893850,66,63,Very Positive,3526,3243,Very Positive
894020,691,649,Very Positive,5192,4880,Very Positive
894600,0,0,,686,397,Mixed
894690,0,0,,13,10,Positive
894700,0,0,,20,18,Positive
894710,0,0,,14,12,Positive
894720,0,0,,0,0,8 user reviews
894940,58,49,Very Positive,4454,4186,Very Positive
895110,18,14,Very Positive,765,512,Mixed
895200,0,0,,235,162,Mixed
895400,353,271,Mostly Positive,18666,14746,Mostly Positive
895440,0,0,,20,18,Positive
895490,0,0,,230,170,Mostly Positive
895491,0,0,,218,167,Mostly Positive
895493,0,0,,205,149,Mostly Positive
895620,98,64,Mixed,1897,1574,Very Positive
895870,239,222,Very Positive,7248,6813,Very Positive
896000,0,0,,101,96,Very Positive
896715,0,0,,101,70,Mostly Positive
896719,0,0,,36,30,Positive
896750,0,0,,244,204,Very Positive
897030,11,8,Very Positive,760,623,Very Positive
897220,0,0,Very Positive,1006,985,Overwhelmingly Positive
897410,0,0,,502,311,Mixed
897440,0,0,,183,137,Mostly Positive
897450,141,115,Very Positive,2534,1824,Mostly Positive
897670,0,0,,873,750,Very Positive
897930,0,0,,164,134,Very Positive
898580,0,0,,234,219,Very Positive
898650,0,0,,711,561,Mostly Positive
898720,0,0,,355,276,Mostly Positive
898750,0,0,,1235,1136,Very Positive
898800,0,0,,259,233,Very Positive
898920,46,35,Mostly Positive,2604,1979,Mostly Positive
899310,27,19,Mostly Positive,365,277,Mostly Positive
899390,0,0,,486,315,Mixed
899440,71,54,Mostly Positive,5049,4140,Very Positive
899770,331,284,Very Positive,8567,7453,Very Positive
899970,0,0,Very Positive,2523,2472,Overwhelmingly Positive
900270,59,55,Very Positive,5395,5071,Very Positive
900400,0,0,,77,68,Very Positive
900447,0,0,,102,78,Mostly Positive
900448,0,0,,153,85,Mixed
900449,0,0,,122,78,Mixed
9010,49,44,Very Positive,5013,4611,Very Positive
90200,0,0,,516,454,Very Positive
903040,0,0,,130,97,Mostly Positive
903620,0,0,,11,5,Mixed
903950,29,19,Mixed,18712,12349,Mixed
904370,0,0,,31,25,Positive
904380,0,0,,451,284,Mixed
904960,11,8,Very Positive,291,203,Mostly Positive
9050,63,59,Very Positive,4959,4413,Very Positive
905340,15,13,Very Positive,1216,1118,Very Positive
905450,0,0,,379,280,Mostly Positive
905530,0,0,,13,5,Mixed
905970,0,0,,42,37,Positive
906100,44,28,Mixed,2987,2359,Mostly Positive
906120,0,0,,162,147,Very Positive
907370,52,48,Very Positive,2743,2605,Overwhelmingly Positive
907470,38,32,Very Positive,1984,1745,Very Positive
907510,0,0,,26,20,Positive
907600,0,0,,24,21,Positive
907650,77,53,Mostly Positive,2204,1366,Mixed
907820,0,0,,78,67,Very Positive
907881,0,0,,12,7,Mixed
908220,0,0,,0,0,
908221,0,0,,0,0,1 user reviews
908222,0,0,,0,0,1 user reviews
908223,0,0,,0,0,3 user reviews
908225,0,0,,0,0,5 user reviews
908227,0,0,,0,0,1 user reviews
908520,0,0,Very Positive,1161,1126,Overwhelmingly Positive
909150,0,0,,215,199,Very Positive
909320,26,20,Very Positive,648,537,Very Positive
909380,0,0,,86,84,Very Positive
909610,0,0,,0,0,Positive
909660,220,173,Mostly Positive,430,352,Very Positive
909720,0,0,,158,118,Mostly Positive
909820,0,0,,244,234,Very Positive
910490,284,232,Very Positive,2441,1708,Mostly Positive
910630,0,0,,274,265,Very Positive
910830,10,4,Mixed,458,306,Mixed
910880,0,0,,322,257,Very Positive
911220,0,0,,460,395,Very Positive
911400,99,61,Mixed,4993,2696,Mixed
911430,0,0,,906,670,Mostly Positive
911930,0,0,,229,123,Mixed
912170,0,0,,35,28,Positive
912570,0,0,,318,248,Mostly Positive
913550,43,41,Very Positive,1175,1139,Overwhelmingly Positive
913740,92,83,Very Positive,4100,3772,Very Positive
913820,0,0,,20,8,Mixed
914010,22,19,Very Positive,1508,1266,Very Positive
914020,23,17,Mostly Positive,1239,1102,Very Positive
914110,0,0,,232,120,Mixed
914260,0,0,,1676,1407,Very Positive
914340,0,0,,15,4,Mostly Negative
914620,111,82,Mostly Positive,7773,6296,Very Positive
914710,25,22,Very Positive,2071,1988,Overwhelmingly Positive
914750,0,0,,132,106,Very Positive
914800,77,70,Very Positive,3593,3377,Very Positive
915310,110,107,Overwhelmingly Positive,2793,2709,Overwhelmingly Positive
915600,108,89,Very Positive,422,354,Very Positive
916000,11,6,Mixed,325,282,Very Positive
916050,0,0,,110,94,Very Positive
916060,0,0,,84,76,Very Positive
916160,0,0,,71,54,Mostly Positive
916430,0,0,,371,152,Mixed
916730,19,16,Very Positive,2220,2109,Overwhelmingly Positive
916840,123,100,Very Positive,4833,4301,Very Positive
916900,0,0,,128,113,Very Positive
91700,31,27,Very Positive,5270,4426,Very Positive
917090,0,0,,0,0,3 user reviews
917150,0,0,,753,542,Mostly Positive
917390,0,0,,36,31,Positive
917720,60,49,Very Positive,338,283,Very Positive
917840,10,7,Mostly Positive,287,264,Very Positive
9180,0,0,,1136,1056,Very Positive
918530,0,0,,102,92,Very Positive
918820,0,0,,542,487,Very Positive
919050,0,0,,15,12,Positive
919051,0,0,,0,0,Positive
919260,0,0,,184,152,Very Positive
919280,0,0,,592,355,Mixed
919390,0,0,,77,58,Mostly Positive
919410,0,0,,130,110,Very Positive
919640,75,57,Mostly Positive,4332,3378,Mostly Positive
919680,12,10,Very Positive,597,525,Very Positive
920567,0,0,,248,218,Very Positive
920569,0,0,,17,12,Mostly Positive
920571,0,0,,678,650,Overwhelmingly Positive
920630,0,0,,119,88,Mostly Positive
920690,25,17,Mixed,1698,1069,Mixed
920960,0,0,,23,16,Mostly Positive
921390,0,0,,1951,1229,Mixed
921780,11,6,Mixed,728,502,Mixed
921800,223,171,Mostly Positive,2262,1786,Mostly Positive
921950,0,0,,539,258,Mixed
922500,18,10,Mixed,846,600,Mostly Positive
923230,0,0,,11,9,Positive
923570,0,0,,342,287,Very Positive
923590,0,0,,78,34,Mixed
923810,0,0,,352,334,Very Positive
924070,27,19,Mostly Positive,338,280,Very Positive
924140,82,73,Very Positive,6586,5729,Very Positive
924220,0,0,,396,344,Very Positive
924250,0,0,,81,59,Mostly Positive
924650,0,0,,246,182,Mostly Positive
924970,0,0,,11843,9119,Mostly Positive
924980,58,53,Very Positive,3499,3254,Very Positive
925570,32,19,Mixed,494,306,Mixed
925580,18,12,Mostly Positive,1863,1713,Very Positive
925650,0,0,,96,88,Very Positive
925750,13,7,Mixed,839,704,Very Positive
925930,0,0,,182,169,Very Positive
925940,0,0,,109,75,Mixed
925950,17,15,Very Positive,398,358,Very Positive
926140,0,0,Very Positive,1369,1273,Very Positive
926340,0,0,Very Positive,1116,1082,Overwhelmingly Positive
926580,0,0,,467,368,Mostly Positive
926860,0,0,,163,149,Very Positive
926990,111,108,Overwhelmingly Positive,2721,2612,Overwhelmingly Positive
927250,23,20,Very Positive,2627,2232,Very Positive
927270,10,7,Mostly Positive,635,501,Mostly Positive
927350,29,14,Mixed,4940,2667,Mixed
927380,143,130,Very Positive,6441,6118,Overwhelmingly Positive
92800,0,0,,2185,2075,Overwhelmingly Positive
928390,0,0,,210,182,Very Positive
928600,45,37,Very Positive,12485,11236,Very Positive
928880,0,0,,34,7,Mostly Negative
929010,0,0,,1958,1037,Mixed
929102,0,0,,129,119,Very Positive
929103,0,0,,51,47,Very Positive
929680,0,0,,28,15,Mixed
929880,0,0,,0,0,4 user reviews
930280,0,0,,63,30,Mixed
931270,0,0,,319,303,Very Positive
931280,22,16,Mostly Positive,1008,826,Very Positive
931310,0,0,,181,104,Mixed
931500,0,0,,1468,1379,Very Positive
931560,0,0,,101,99,Very Positive
93200,0,0,,577,473,Very Positive
932850,30,24,Very Positive,969,872,Very Positive
933110,731,584,Very Positive,19183,14387,Mostly Positive
933200,0,0,,19,13,Mostly Positive
933524,0,0,,11,3,Mostly Negative
933610,0,0,,655,543,Very Positive
933820,125,91,Mostly Positive,4272,3289,Mostly Positive
9340,0,0,,575,523,Very Positive
934780,24,20,Very Positive,1126,844,Mostly Positive
934930,0,0,,981,784,Very Positive
9350,28,22,Very Positive,1440,1267,Very Positive
935400,0,0,,233,179,Mostly Positive
935510,0,0,,44,22,Mixed
935511,0,0,,103,87,Very Positive
935513,0,0,,35,28,Positive
935570,0,0,,86,55,Mixed
935580,0,0,,381,350,Very Positive
935880,18,15,Very Positive,1915,1761,Very Positive
936490,0,0,,332,159,Mixed
936500,10,8,Very Positive,484,372,Mostly Positive
936720,0,0,,669,608,Very Positive
936790,674,593,Very Positive,4559,4103,Very Positive
937170,0,0,Very Positive,4447,4180,Very Positive
937300,0,0,,85,72,Very Positive
937570,0,0,,107,105,Very Positive
937580,0,0,Very Positive,679,665,Overwhelmingly Positive
937890,0,0,,415,332,Very Positive
937891,24,8,Mostly Negative,1148,447,Mostly Negative
937892,19,15,Very Positive,867,598,Mixed
938030,0,0,,41,39,Positive
938160,0,0,,0,0,
938220,0,0,,1091,807,Mostly Positive
938400,0,0,,21,9,Mixed
938560,156,141,Very Positive,2293,2086,Very Positive
939051,0,0,,14,7,Mixed
939100,0,0,,1379,937,Mixed
939360,0,0,,79,63,Very Positive
939400,61,59,Very Positive,5867,5632,Overwhelmingly Positive
939520,15,9,Mixed,1714,976,Mixed
939600,16,14,Very Positive,2020,1898,Very Positive
939840,0,0,,181,115,Mixed
939850,183,148,Very Positive,4954,3517,Mostly Positive
939960,305,222,Mostly Positive,18630,14345,Mostly Positive
940220,0,0,,1160,1055,Very Positive
940310,0,0,,228,177,Mostly Positive
940500,0,0,,39,36,Positive
940580,0,0,,96,59,Mixed
940710,0,0,Very Positive,263,241,Very Positive
940910,0,0,,1018,865,Very Positive
941460,113,107,Overwhelmingly Positive,1577,1513,Overwhelmingly Positive
941570,0,0,,130,107,Very Positive
941650,0,0,,170,113,Mixed
941962,0,0,,16,12,Mostly Positive
941973,0,0,,0,0,Positive
9420,90,83,Very Positive,6483,6223,Overwhelmingly Positive
94200,0,0,,607,570,Very Positive
942210,0,0,,23,20,Positive
942290,10,4,Mixed,638,414,Mixed
942970,263,244,Very Positive,20970,20131,Overwhelmingly Positive
943260,0,0,,438,310,Mostly Positive
943380,811,754,Very Positive,1904,1770,Very Positive
943410,0,0,,159,147,Very Positive
943980,0,0,,305,262,Very Positive
94400,15,12,Very Positive,5095,4534,Very Positive
944010,0,0,,621,589,Overwhelmingly Positive
944070,0,0,,65,57,Very Positive
944071,0,0,,199,151,Mostly Positive
944080,0,0,,83,77,Very Positive
944250,31,19,Mixed,537,316,Mixed
944290,0,0,,1024,593,Mixed
944920,0,0,,378,298,Mostly Positive
9450,113,108,Overwhelmingly Positive,8448,8025,Overwhelmingly Positive
945360,5004,4153,Very Positive,513550,472466,Very Positive
945460,0,0,,236,195,Very Positive
945710,13,10,Very Positive,1153,853,Mostly Positive
945830,0,0,,17,10,Mixed
945831,0,0,,11,3,Mostly Negative
9460,0,0,,660,422,Mixed
946430,0,0,,352,327,Very Positive
946970,0,0,,150,138,Very Positive
946990,0,0,,192,120,Mixed
947300,0,0,Very Positive,1119,995,Very Positive
947930,0,0,,60,54,Very Positive
9480,82,61,Mostly Positive,8425,6487,Mostly Positive
948740,132,121,Very Positive,3805,3500,Very Positive
949200,29,25,Very Positive,79,73,Very Positive
949600,0,0,,151,146,Very Positive
949800,0,0,,46,34,Mostly Positive
950050,0,0,,154,113,Mostly Positive
950180,0,0,,492,428,Very Positive
951000,13,9,Mostly Positive,1236,1161,Very Positive
951240,0,0,,44,24,Mixed
951260,0,0,,137,105,Mostly Positive
951430,11,5,Mixed,762,586,Mostly Positive
951440,254,215,Very Positive,3316,2851,Very Positive
951530,10,8,Very Positive,119,94,Mostly Positive
951650,0,0,,105,101,Very Positive
951750,0,0,,159,138,Very Positive
952040,96,77,Very Positive,3329,2896,Very Positive
952060,525,446,Very Positive,32908,25339,Mostly Positive
952080,0,0,,31,23,Mostly Positive
952860,111,102,Very Positive,5837,4669,Very Positive
952890,0,0,,198,172,Very Positive
953370,0,0,,96,56,Mixed
953490,193,183,Overwhelmingly Positive,13254,12458,Very Positive
953580,20,11,Mixed,1651,1040,Mixed
953660,0,0,,99,69,Mostly Positive
953681,0,0,,0,0,Positive
953880,26,13,Mixed,1414,1117,Mostly Positive
953940,0,0,,270,218,Very Positive
95400,27,25,Very Positive,2807,2582,Very Positive
954060,0,0,,112,107,Very Positive
954280,0,0,,101,92,Very Positive
954650,0,0,,1012,839,Very Positive
954740,0,0,Very Positive,6645,6113,Very Positive
954870,0,0,Very Positive,586,527,Very Positive
955050,415,381,Very Positive,26715,24577,Very Positive
955740,0,0,Very Positive,730,700,Overwhelmingly Positive
955900,178,149,Very Positive,14125,12288,Very Positive
956030,69,64,Very Positive,1579,1484,Very Positive
956680,47,40,Very Positive,2312,2057,Very Positive
957070,0,0,,72,69,Very Positive
957110,0,0,,56,42,Mostly Positive
957541,0,0,,0,0,
957690,0,0,,398,270,Mixed
958210,0,0,,37,24,Mixed
958370,0,0,,204,185,Very Positive
958400,45,21,Mixed,1556,824,Mixed
958530,0,0,,137,95,Mostly Positive
959000,0,0,,260,241,Very Positive
959150,0,0,,54,39,Mostly Positive
960040,0,0,,72,55,Mostly Positive
960090,8362,8111,Overwhelmingly Positive,117230,113713,Overwhelmingly Positive
960170,698,537,Mostly Positive,13599,11831,Very Positive
960290,0,0,,0,0,7 user reviews
960420,0,0,,186,169,Very Positive
960690,49,45,Very Positive,4332,4115,Overwhelmingly Positive
960831,0,0,,230,190,Very Positive
960910,216,172,Very Positive,4386,3596,Very Positive
960920,0,0,,422,130,Mostly Negative
960980,25,23,Very Positive,868,763,Very Positive
960990,319,290,Very Positive,8721,7761,Very Positive
961150,0,0,,33,19,Mixed
961490,0,0,,257,221,Very Positive
961930,0,0,,330,283,Very Positive
962130,771,686,Very Positive,19319,17000,Very Positive
962400,40,36,Very Positive,1116,1004,Very Positive
962580,20,19,Very Positive,874,664,Mostly Positive
962700,0,0,,33,23,Mostly Positive
962730,239,219,Very Positive,14224,12232,Very Positive
962750,0,0,,431,344,Very Positive
963060,0,0,,64,57,Very Positive
963220,0,0,,36,18,Mixed
963400,0,0,,200,142,Mostly Positive
963450,0,0,,492,428,Very Positive
963710,70,65,Very Positive,1923,1807,Very Positive
963930,21,17,Very Positive,1731,1402,Very Positive
964230,0,0,,77,58,Mostly Positive
964570,0,0,,475,384,Very Positive
964650,0,0,,388,306,Mostly Positive
964800,81,72,Very Positive,2550,2448,Overwhelmingly Positive
965220,0,0,,1014,861,Very Positive
965300,12,10,Very Positive,368,312,Very Positive
965310,0,0,,295,224,Mostly Positive
965320,0,0,,434,251,Mixed
965580,59,57,Very Positive,1763,1657,Very Positive
965640,0,0,Very Positive,64,54,Very Positive
965670,13,8,Mixed,592,538,Very Positive
965820,0,0,Very Positive,679,658,Overwhelmingly Positive
966320,21,17,Very Positive,1037,1005,Overwhelmingly Positive
966330,49,35,Mostly Positive,2566,2129,Very Positive
966430,0,0,,779,576,Mostly Positive
966470,0,0,,23,17,Mostly Positive
966560,0,0,,125,60,Mixed
966610,20,18,Very Positive,949,806,Very Positive
966670,0,0,,82,69,Very Positive
966680,0,0,,511,475,Very Positive
966690,0,0,,98,81,Very Positive
967050,511,439,Very Positive,21331,18771,Very Positive
967330,0,0,,69,61,Very Positive
967380,0,0,,138,120,Very Positive
968250,74,65,Very Positive,1819,1673,Very Positive
968350,0,0,,365,350,Very Positive
968390,0,0,,274,238,Very Positive
968550,10,9,Very Positive,94,84,Very Positive
968790,0,0,,699,608,Very Positive
968870,12,6,Mixed,348,257,Mostly Positive
968970,18,11,Mixed,1556,1135,Mostly Positive
969760,55,50,Very Positive,465,437,Very Positive
969990,184,174,Overwhelmingly Positive,8200,7790,Overwhelmingly Positive
97000,0,0,,1325,1205,Very Positive
970570,65,57,Very Positive,1555,1446,Very Positive
970830,127,104,Very Positive,4212,3748,Very Positive
970840,0,0,,49,25,Mixed
971030,31,29,Very Positive,221,179,Very Positive
971160,0,0,,219,164,Mostly Positive
971620,0,0,,518,419,Very Positive
971630,0,0,,178,108,Mixed
971690,0,0,,149,132,Very Positive
971790,30,24,Very Positive,1529,978,Mixed
971995,0,0,,125,113,Very Positive
971996,0,0,,1555,1477,Overwhelmingly Positive
971999,0,0,,186,167,Very Positive
972010,0,0,,144,120,Very Positive
972160,0,0,,65,58,Very Positive
972370,0,0,,90,65,Mostly Positive
972660,420,399,Overwhelmingly Positive,12103,11497,Overwhelmingly Positive
972770,0,0,,60,52,Very Positive
973580,124,90,Mostly Positive,6670,4935,Mostly Positive
973760,149,132,Very Positive,10829,9854,Very Positive
973810,90,77,Very Positive,2710,2330,Very Positive
974290,0,0,,36,30,Positive
974570,0,0,,98,82,Very Positive
974580,0,0,,74,59,Very Positive
974610,0,0,,281,202,Mostly Positive
974650,0,0,,57,52,Very Positive
974723,0,0,,47,32,Mostly Positive
975280,0,0,,47,35,Mostly Positive
975400,0,0,,507,395,Mostly Positive
975430,0,0,,18,13,Mostly Positive
975470,13,9,Mostly Positive,282,211,Mostly Positive
975680,0,0,,570,285,Mixed
976310,1292,1162,Very Positive,40057,34449,Very Positive
976390,23,21,Very Positive,680,639,Very Positive
976500,0,0,,80,69,Very Positive
976590,174,140,Very Positive,1024,675,Mixed
976900,0,0,,78,58,Mostly Positive
977230,0,0,Very Positive,352,330,Very Positive
977420,0,0,,553,376,Mixed
977460,0,0,,217,190,Very Positive
977610,0,0,,604,495,Very Positive
977630,0,0,,206,107,Mixed
977720,11,3,Mostly Negative,563,292,Mixed
977810,0,0,,58,54,Very Positive
977880,1423,1138,Very Positive,7473,6277,Very Positive
977950,1632,1517,Very Positive,27776,25831,Very Positive
978300,27,11,Mixed,987,542,Mixed
978460,81,74,Very Positive,2555,2401,Very Positive
978520,43,28,Mixed,2539,2081,Very Positive
978630,0,0,,0,0,Positive
978780,55,51,Very Positive,3246,3051,Very Positive
