id,total_recent,positive_recent,mood_recent,total_all,positive_all,mood_all
1109840,0,0,Very Positive,161,144,Very Positive
1110050,0,0,,504,458,Very Positive
1110100,0,0,Very Positive,879,782,Very Positive
1110910,107,84,Mostly Positive,1596,1197,Mostly Positive
1111518,0,0,,0,0,2 user reviews
1111940,0,0,,178,161,Very Positive
1112420,0,0,,12,7,Mixed
1112460,0,0,,0,0,7 user reviews
1112470,0,0,,40,34,Positive
1112521,0,0,,72,56,Mostly Positive
1112790,23,12,Mixed,2154,1464,Mixed
1112890,62,51,Very Positive,1667,1500,Very Positive
1113000,642,603,Very Positive,44372,43040,Overwhelmingly Positive
1113030,0,0,,76,59,Mostly Positive
1113410,37,25,Mostly Positive,4338,2299,Mixed
1113560,497,437,Very Positive,9967,8571,Very Positive
1113570,0,0,,240,184,Mostly Positive
1114130,0,0,,466,433,Very Positive
1114220,0,0,Very Positive,842,757,Very Positive
1114550,0,0,,141,107,Mostly Positive
1114561,0,0,,65,57,Very Positive
1114830,0,0,,101,57,Mixed
1115690,63,55,Very Positive,5061,4301,Very Positive
1115780,14,11,Very Positive,430,374,Very Positive
1116310,0,0,,67,62,Very Positive
1116580,30,27,Very Positive,453,425,Very Positive
1116880,39,33,Very Positive,885,743,Very Positive
1117140,0,0,,147,133,Very Positive
1117550,0,0,,60,48,Very Positive
1118010,90,64,Mostly Positive,14193,7664,Mixed
1118012,0,0,,134,105,Mostly Positive
1118019,0,0,,0,0,2 user reviews
1118070,0,0,,95,87,Very Positive
1118200,4894,4796,Overwhelmingly Positive,65566,64254,Overwhelmingly Positive
1118240,104,94,Very Positive,836,693,Very Positive
1118290,0,0,,27,18,Mostly Positive
1119600,11,5,Mixed,468,379,Very Positive
1119700,18,10,Mixed,1305,1017,Mostly Positive
1119730,278,241,Very Positive,4672,3924,Very Positive
1119800,0,0,,72,61,Very Positive
1119840,0,0,,44,36,Positive
1119980,0,0,,363,344,Very Positive
1120300,0,0,,93,70,Mostly Positive
1120301,0,0,,21,9,Mixed
1120302,0,0,,50,25,Mixed
1120304,0,0,,30,24,Positive
1120305,0,0,,157,106,Mixed
1120560,0,0,,401,348,Very Positive
1120810,84,73,Very Positive,4909,4172,Very Positive
1121140,0,0,,33,21,Mixed
1121420,0,0,Very Positive,774,704,Very Positive
1121560,80,68,Very Positive,4641,3991,Very Positive
1121580,0,0,,113,59,Mixed
1121710,0,0,,596,464,Mostly Positive
1121780,0,0,,135,72,Mixed
1121960,0,0,,33,31,Positive
1122050,30,22,Mostly Positive,3616,3182,Very Positive
1122100,0,0,,190,174,Very Positive
1122180,0,0,,72,36,Mixed
1122680,62,56,Very Positive,292,277,Very Positive
1122690,0,0,,86,61,Mostly Positive
1122720,88,85,Very Positive,5225,5068,Overwhelmingly Positive
1123050,111,97,Very Positive,1834,1522,Very Positive
1123450,44,42,Very Positive,767,751,Overwhelmingly Positive
1123830,35,24,Mostly Positive,1125,855,Mostly Positive
1124060,0,0,,140,130,Very Positive
1124180,38,34,Very Positive,404,375,Very Positive
1124260,12,4,Mixed,383,271,Mostly Positive
1124300,685,376,Mixed,11998,8158,Mixed
1124560,0,0,,69,58,Very Positive
1125020,0,0,,327,179,Mixed
1125390,0,0,Very Positive,127,116,Very Positive
1125630,0,0,,342,222,Mixed
1126050,0,0,,328,265,Very Positive
1126190,0,0,,103,78,Mostly Positive
1126200,0,0,,142,129,Very Positive
1126290,99,76,Mostly Positive,6632,5371,Very Positive
1126310,917,843,Very Positive,1512,1406,Very Positive
1126420,0,0,,172,159,Very Positive
1126990,0,0,,126,95,Mostly Positive
1127400,189,179,Overwhelmingly Positive,8518,8177,Overwhelmingly Positive
1127500,609,566,Very Positive,7845,7452,Overwhelmingly Positive
1127610,0,0,Very Positive,425,378,Very Positive
1127840,17,15,Very Positive,612,556,Very Positive
1127970,17,13,Very Positive,72,64,Very Positive
1127980,11,8,Very Positive,1027,842,Very Positive
1128000,65,35,Mixed,8876,3905,Mixed
1128140,0,0,,138,95,Mixed
1128260,0,0,,81,77,Very Positive
1128540,0,0,,233,69,Mostly Negative
1128920,71,64,Very Positive,3100,2821,Very Positive
1129050,0,0,,51,43,Very Positive
1129250,0,0,,172,161,Very Positive
1129310,24,21,Very Positive,1714,1559,Very Positive
1129580,984,846,Very Positive,17421,15678,Very Positive
1130410,21,18,Very Positive,480,465,Very Positive
1130600,0,0,,23,19,Positive
1130620,0,0,Very Positive,392,356,Very Positive
1130630,0,0,,60,51,Very Positive
1131240,19,15,Very Positive,525,430,Very Positive
1131530,0,0,,21,18,Positive
1131550,10,8,Very Positive,126,115,Very Positive
1131800,0,0,,37,35,Positive
1131900,0,0,,222,193,Very Positive
1131920,26,24,Very Positive,119,107,Very Positive
113200,201,190,Overwhelmingly Positive,38700,36765,Overwhelmingly Positive
113204,0,0,,691,656,Overwhelmingly Positive
1132720,0,0,,53,46,Very Positive
1132970,0,0,,81,60,Mostly Positive
1133000,0,0,,150,117,Mostly Positive
1133120,10,7,Mostly Positive,180,151,Very Positive
1133320,10,8,Very Positive,268,222,Very Positive
1134010,0,0,,51,29,Mixed
1134100,83,62,Mostly Positive,1368,971,Mostly Positive
1134520,13,8,Mixed,204,155,Mostly Positive
1134570,1434,1147,Very Positive,9064,7523,Very Positive
1134700,45,27,Mixed,658,368,Mixed
1134710,26,24,Very Positive,820,746,Very Positive
1135280,131,112,Very Positive,1852,1666,Very Positive
1135300,220,160,Mostly Positive,2995,1856,Mixed
1135810,0,0,Very Positive,388,376,Very Positive
1135830,14,11,Very Positive,642,584,Very Positive
1135910,0,0,,304,194,Mixed
1135960,0,0,,108,90,Very Positive
1136150,0,0,,20,11,Mixed
1136160,101,67,Mixed,5837,4261,Mostly Positive
1137300,0,0,,0,0,
1137450,0,0,,86,66,Mostly Positive
1137460,133,109,Very Positive,4458,3610,Very Positive
1137750,40,28,Mostly Positive,330,247,Mostly Positive
1137800,0,0,,55,46,Very Positive
1137801,0,0,,57,45,Very Positive
1137802,0,0,,64,56,Very Positive
1137970,0,0,,82,36,Mixed
1138080,30,22,Mostly Positive,1804,1280,Mostly Positive
1138100,0,0,,1116,959,Very Positive
1138400,0,0,,66,50,Mostly Positive
1138660,226,212,Very Positive,1641,1542,Very Positive
1139080,0,0,,84,63,Mostly Positive
1139870,0,0,,162,63,Mostly Negative
1139890,97,91,Very Positive,3067,2882,Very Positive
1139900,1253,1140,Very Positive,25775,23455,Very Positive
1139940,290,266,Very Positive,1563,1422,Very Positive
1140000,0,0,,399,211,Mixed
1140001,0,0,,806,580,Mostly Positive
1140100,0,0,,97,64,Mixed
1140270,83,80,Very Positive,2927,2868,Overwhelmingly Positive
1140290,0,0,,678,596,Very Positive
1140630,0,0,,13,7,Mixed
1140661,0,0,,28,19,Mostly Positive
1140890,23,19,Very Positive,331,244,Mostly Positive
1141100,0,0,,356,320,Very Positive
1141220,13,11,Very Positive,791,640,Very Positive
1141550,52,45,Very Positive,703,660,Very Positive
1141930,0,0,,40,22,Mixed
1141960,0,0,,103,98,Very Positive
1141980,0,0,,31,13,Mixed
1142080,0,0,,136,130,Very Positive
1142220,0,0,,83,69,Very Positive
1142330,13,8,Mixed,225,126,Mixed
1142390,0,0,,366,204,Mixed
1142500,77,73,Very Positive,2458,2236,Very Positive
1142710,0,0,,0,0,
1142800,0,0,,42,31,Mostly Positive
1142880,0,0,,133,51,Mostly Negative
1143400,0,0,,49,37,Mostly Positive
1143650,0,0,,192,122,Mixed
1143810,47,44,Very Positive,423,359,Very Positive
1143840,0,0,,538,473,Very Positive
1143853,0,0,,46,42,Positive
1143890,0,0,,32,21,Mixed
1144020,0,0,,281,269,Very Positive
1144400,0,0,Overwhelmingly Positive,6628,6561,Overwhelmingly Positive
1144410,0,0,,349,279,Very Positive
1144420,0,0,,115,101,Very Positive
1144500,0,0,,0,0,8 user reviews
1144582,0,0,,159,138,Very Positive
1144640,0,0,,55,42,Mostly Positive
1144646,0,0,,236,113,Mixed
1144684,0,0,,41,38,Positive
1144770,0,0,Very Positive,227,213,Very Positive
1144910,0,0,,139,134,Very Positive
1144970,0,0,,276,195,Mostly Positive
11450,21,18,Very Positive,3726,3465,Very Positive
1145360,3352,3284,Overwhelmingly Positive,150752,147736,Overwhelmingly Positive
1145570,0,0,,91,62,Mixed
1145960,41,38,Very Positive,3649,3430,Very Positive
1146170,0,0,,121,105,Very Positive
1146230,0,0,,380,315,Very Positive
1146300,17,12,Mostly Positive,327,179,Mixed
1146310,18,15,Very Positive,695,611,Very Positive
1146600,11,5,Mixed,432,336,Mostly Positive
1146630,132,114,Very Positive,5358,4875,Very Positive
1146830,0,0,,220,158,Mostly Positive
1146930,0,0,,447,268,Mixed
1146960,16,12,Mostly Positive,943,726,Mostly Positive
1146970,57,50,Very Positive,2348,2230,Overwhelmingly Positive
1147010,16,12,Mostly Positive,1043,438,Mixed
1147100,0,0,,118,66,Mixed
1147382,0,0,,0,0,9 user reviews
1147450,0,0,,407,313,Mostly Positive
1147480,0,0,,91,75,Very Positive
1147550,63,59,Very Positive,4702,4466,Overwhelmingly Positive
1147560,738,678,Very Positive,22629,21044,Very Positive
1147890,0,0,,76,73,Very Positive
1147970,0,0,,108,88,Very Positive
1148020,0,0,,140,86,Mixed
1148021,0,0,,18,14,Positive
1148022,0,0,,142,76,Mixed
1148450,0,0,,79,74,Very Positive
1148510,43,40,Very Positive,2564,2358,Very Positive
1148590,46,42,Very Positive,4151,3901,Very Positive
1148650,20,16,Very Positive,4943,4003,Very Positive
1149440,14,11,Very Positive,638,510,Very Positive
1149460,0,0,,0,0,
1149550,0,0,Very Positive,593,551,Very Positive
1149620,1905,1619,Very Positive,6463,5493,Very Positive
1149640,15,13,Very Positive,1638,1359,Very Positive
1149660,42,27,Mixed,1942,1592,Very Positive
1149710,0,0,,94,73,Mostly Positive
1150030,0,0,,27,13,Mixed
1150031,0,0,,15,10,Mostly Positive
1150032,0,0,,0,0,9 user reviews
1150033,0,0,,0,0,9 user reviews
1150080,27,16,Mixed,5917,4023,Mixed
1150090,0,0,,115,96,Very Positive
1150590,0,0,,896,770,Very Positive
1150640,76,64,Very Positive,2049,1639,Very Positive
1150690,1016,985,Overwhelmingly Positive,23791,23315,Overwhelmingly Positive
1150730,0,0,,205,180,Very Positive
1150950,15,12,Very Positive,1233,1183,Overwhelmingly Positive
115100,34,31,Very Positive,2058,1934,Very Positive
1151120,0,0,,149,111,Mostly Positive
1151170,0,0,,113,76,Mixed
1151250,0,0,,85,71,Very Positive
1151340,1593,1162,Mostly Positive,29462,22391,Mostly Positive
1151440,0,0,,549,527,Overwhelmingly Positive
1151450,0,0,,260,241,Very Positive
1151640,1398,1286,Very Positive,45491,37757,Very Positive
1151700,12,9,Very Positive,854,614,Mostly Positive
1151740,0,0,,210,178,Very Positive
1152340,0,0,,495,376,Mostly Positive
115320,90,66,Mostly Positive,6618,4632,Mostly Positive
1153423,0,0,,0,0,
1153440,0,0,,0,0,
1153640,0,0,,0,0,
1154040,16,13,Very Positive,721,663,Very Positive
1154591,0,0,,44,42,Positive
1154760,0,0,,1509,935,Mixed
1154780,0,0,,41,30,Mostly Positive
1154790,0,0,,796,103,Overwhelmingly Negative
1154810,73,64,Very Positive,1405,1320,Very Positive
1154840,0,0,,480,393,Very Positive
1155320,0,0,,62,51,Very Positive
1155460,0,0,,39,23,Mixed
1155870,16,12,Mostly Positive,107,81,Mostly Positive
1155880,0,0,,190,121,Mixed
1155980,0,0,,85,49,Mixed
1156250,0,0,,92,70,Mostly Positive
1156730,0,0,,186,146,Mostly Positive
1156990,72,67,Very Positive,1318,1278,Overwhelmingly Positive
1157220,17,15,Very Positive,702,547,Mostly Positive
1157550,0,0,,140,119,Very Positive
1157930,0,0,,0,0,1 user reviews
1157940,0,0,,95,69,Mostly Positive
115800,12,9,Very Positive,2919,2568,Very Positive
1158100,18,9,Mixed,1493,656,Mixed
1158180,0,0,,661,482,Mostly Positive
1158220,41,38,Very Positive,188,174,Very Positive
1158270,0,0,,18,15,Positive
1158310,837,744,Very Positive,41491,38586,Very Positive
1158420,11,9,Very Positive,385,331,Very Positive
1158490,0,0,,18,15,Positive
1158500,0,0,,15,9,Mixed
1158670,0,0,,0,0,
1158720,0,0,,121,113,Very Positive
1158730,0,0,,243,89,Mostly Negative
1158800,0,0,,0,0,2 user reviews
1158850,132,126,Overwhelmingly Positive,1172,1113,Overwhelmingly Positive
1158940,138,125,Very Positive,3343,3008,Very Positive
1158970,0,0,,38,25,Mixed
1159010,0,0,,35,25,Mostly Positive
1159540,0,0,,87,64,Mostly Positive
1159560,0,0,,564,524,Very Positive
1159860,0,0,,102,84,Very Positive
1160220,58,53,Very Positive,1572,1493,Overwhelmingly Positive
1160240,0,0,,68,55,Very Positive
1160243,0,0,,27,20,Mostly Positive
1160330,0,0,,336,315,Very Positive
1160490,10,9,Very Positive,1771,1717,Overwhelmingly Positive
1161170,312,305,Overwhelmingly Positive,2313,2243,Overwhelmingly Positive
1161421,0,0,,38,26,Mostly Positive
1161430,0,0,,39,30,Mostly Positive
1161580,113,93,Very Positive,9040,8136,Very Positive
1161880,0,0,,153,133,Very Positive
1162130,0,0,,579,324,Mixed
1162160,0,0,Very Positive,143,141,Very Positive
1162208,0,0,,45,37,Positive
1162280,0,0,,118,110,Very Positive
1162480,0,0,,141,118,Very Positive
1162520,125,73,Mixed,9147,4664,Mixed
1162560,0,0,,264,245,Very Positive
1162600,0,0,,31,27,Positive
1162601,0,0,,169,89,Mixed
1162602,10,1,Very Negative,408,73,Very Negative
1162650,0,0,,505,484,Overwhelmingly Positive
1162670,0,0,,41,22,Mixed
1162680,23,17,Mostly Positive,595,481,Very Positive
1162700,0,0,,51,47,Very Positive
1162750,90,84,Very Positive,967,928,Overwhelmingly Positive
1162960,11,9,Very Positive,324,311,Very Positive
1163040,0,0,,105,78,Mostly Positive
1163070,0,0,,183,151,Very Positive
1163340,0,0,,141,122,Very Positive
1163590,0,0,,435,361,Very Positive
1163600,0,0,,151,98,Mixed
1163770,0,0,,239,188,Mostly Positive
1163870,50,46,Very Positive,473,435,Very Positive
1163910,13,11,Very Positive,340,306,Very Positive
1164000,0,0,,441,392,Very Positive
1164050,65,63,Very Positive,1635,1569,Overwhelmingly Positive
1164110,0,0,,161,91,Mixed
1164210,0,0,,12,9,Positive
1164690,0,0,,30,21,Mostly Positive
1164740,0,0,,54,50,Very Positive
1165510,0,0,,43,36,Positive
1165870,0,0,,356,306,Very Positive
1166290,35,32,Very Positive,1751,1575,Very Positive
1166470,0,0,,90,77,Very Positive
1166471,0,0,,141,115,Very Positive
1166472,0,0,,122,101,Very Positive
1166860,72,62,Very Positive,1123,999,Very Positive
1167140,14,12,Very Positive,652,534,Very Positive
1167330,0,0,,17,13,Positive
1167450,58,46,Very Positive,4816,4286,Very Positive
1167630,1344,1276,Overwhelmingly Positive,24249,23036,Overwhelmingly Positive
1167662,0,0,,0,0,9 user reviews
1167680,10,9,Very Positive,120,111,Very Positive
1167870,0,0,,27,20,Mostly Positive
1167910,0,0,,176,135,Mostly Positive
1167950,0,0,,521,422,Very Positive
1168030,0,0,,132,113,Very Positive
1168470,0,0,Very Positive,1100,1078,Overwhelmingly Positive
1168610,0,0,,89,74,Very Positive
1168660,17,13,Very Positive,658,552,Very Positive
1168680,0,0,,40,28,Mostly Positive
1168870,48,39,Very Positive,355,252,Mostly Positive
1168880,0,0,,377,346,Very Positive
1169040,0,0,,131,121,Very Positive
1169520,0,0,,24,21,Positive
1169740,0,0,,120,85,Mostly Positive
1170060,43,41,Very Positive,328,311,Very Positive
1170720,0,0,,54,50,Very Positive
1170760,39,33,Very Positive,1209,1112,Very Positive
1171240,0,0,,126,91,Mostly Positive
1172380,645,554,Very Positive,67133,60419,Very Positive
1172450,56,54,Very Positive,2461,2411,Overwhelmingly Positive
1172620,3924,3531,Very Positive,145201,130680,Very Positive
1172650,0,0,,425,331,Mostly Positive
1172730,0,0,,0,0,5 user reviews
1172860,0,0,,113,103,Very Positive
1173010,0,0,Very Positive,806,773,Overwhelmingly Positive
1173031,0,0,,0,0,2 user reviews
1173050,0,0,,0,0,7 user reviews
1173140,0,0,,79,73,Very Positive
1173150,0,0,,23,15,Mixed
1173200,41,33,Very Positive,1036,870,Very Positive
1173210,0,0,,0,0,5 user reviews
1173510,18,16,Very Positive,298,271,Very Positive
1173770,137,128,Very Positive,2378,2211,Very Positive
1173780,59,48,Very Positive,763,587,Mostly Positive
1173790,62,56,Very Positive,827,777,Very Positive
1173800,124,107,Very Positive,755,626,Very Positive
1173900,0,0,,62,44,Mostly Positive
1174180,4416,4106,Very Positive,189467,162941,Very Positive
1174370,0,0,,690,634,Very Positive
1174400,0,0,,178,169,Very Positive
1174420,0,0,,17,13,Positive
1174460,0,0,,195,107,Mixed
1174470,12,9,Mostly Positive,121,75,Mixed
1174500,0,0,,39,33,Positive
1175090,0,0,,0,0,Very Positive
1175360,12,10,Very Positive,314,282,Very Positive
1175460,15,9,Mixed,174,154,Very Positive
1175830,37,27,Mostly Positive,518,419,Very Positive
1175880,0,0,,367,223,Mixed
1176710,51,43,Very Positive,1112,878,Mostly Positive
1176740,0,0,,17,3,Mostly Negative
1176870,0,0,,44,38,Positive
1176922,0,0,,0,0,
1177660,44,28,Mixed,396,300,Mostly Positive
1177880,0,0,,341,320,Very Positive
1178210,0,0,,186,159,Very Positive
1178220,20,19,Very Positive,762,708,Very Positive
1178400,0,0,,465,390,Very Positive
1178490,286,254,Very Positive,8772,7894,Very Positive
1178780,20,19,Very Positive,486,451,Very Positive
1178790,13,10,Very Positive,459,353,Mostly Positive
1178871,0,0,,0,0,3 user reviews
1178872,0,0,,0,0,1 user reviews
1178878,0,0,,0,0,
1178880,0,0,,373,313,Very Positive
1179210,93,86,Very Positive,1270,1219,Overwhelmingly Positive
1179450,0,0,,32,24,Mostly Positive
1179656,0,0,,0,0,1 user reviews
1179710,0,0,,283,172,Mixed
1180120,0,0,,81,78,Very Positive
1180410,0,0,,0,0,1 user reviews
1180490,0,0,,85,74,Very Positive
1180491,0,0,,75,69,Very Positive
1180510,0,0,,0,0,Positive
1180900,0,0,,31,28,Positive
1181530,0,0,,13,10,Positive
1181840,0,0,,674,593,Very Positive
1181910,0,0,,0,0,Positive
1182110,16,14,Very Positive,445,396,Very Positive
1182620,0,0,,4327,4153,Overwhelmingly Positive
1182920,19,14,Mostly Positive,650,539,Very Positive
1182930,21,15,Mostly Positive,340,275,Very Positive
1182940,0,0,,51,36,Mostly Positive
1183030,0,0,,150,111,Mostly Positive
1183470,15,12,Very Positive,166,139,Very Positive
1184050,87,67,Mostly Positive,4534,3445,Mostly Positive
1184160,39,31,Very Positive,1651,1139,Mixed
1184210,11,6,Mixed,241,168,Mostly Positive
1184350,0,0,,199,181,Very Positive
1184370,1847,1514,Very Positive,9309,7540,Very Positive
1184410,10,8,Very Positive,341,310,Very Positive
1184411,0,0,,490,264,Mixed
1184412,0,0,,204,122,Mixed
1184500,0,0,,0,0,Positive
1184770,24,22,Very Positive,1127,1081,Overwhelmingly Positive
1184810,0,0,,396,368,Very Positive
1184820,37,31,Very Positive,253,232,Very Positive
1184840,0,0,,174,144,Very Positive
1184890,11,8,Very Positive,300,213,Mostly Positive
1185160,11,9,Very Positive,242,193,Very Positive
1185360,0,0,,39,31,Positive
1185620,0,0,,0,0,5 user reviews
1186040,15,6,Mixed,983,737,Mostly Positive
1186400,92,79,Very Positive,2554,2196,Very Positive
1186460,0,0,,446,352,Mostly Positive
1186560,0,0,,43,32,Mostly Positive
1186561,0,0,,53,38,Mostly Positive
1186640,142,129,Very Positive,2400,2256,Very Positive
1186740,30,28,Very Positive,34,32,Positive
1186873,0,0,,0,0,1 user reviews
1186875,0,0,,0,0,1 user reviews
1187130,0,0,,71,47,Mixed
1187600,0,0,,33,28,Positive
1187840,0,0,,21,16,Positive
1187940,0,0,,162,69,Mixed
1188540,25,18,Mostly Positive,450,360,Very Positive
1188618,0,0,,0,0,8 user reviews
1188680,12,10,Very Positive,606,496,Very Positive
1188790,0,0,,12,9,Positive
1188930,63,57,Very Positive,2958,2603,Very Positive
1189440,0,0,Very Positive,620,576,Very Positive
1189490,303,272,Very Positive,3417,2972,Very Positive
1189630,191,162,Very Positive,22306,20075,Very Positive
1189870,0,0,,0,0,
1190000,1091,1025,Very Positive,7742,7277,Very Positive
1190130,0,0,,188,112,Mixed
1190160,0,0,,152,142,Very Positive
1191070,0,0,,96,72,Mostly Positive
1191210,36,27,Mostly Positive,2330,1957,Very Positive
1191490,0,0,,51,44,Very Positive
1191580,22,20,Very Positive,869,790,Very Positive
1191840,47,35,Mostly Positive,3172,2854,Very Positive
1191940,0,0,,129,119,Very Positive
1192640,95,87,Very Positive,1517,1380,Very Positive
1193590,0,0,,45,38,Positive
1193840,0,0,,0,0,3 user reviews
1193870,0,0,,17,13,Positive
1194010,0,0,,118,77,Mixed
1194590,15,10,Mostly Positive,180,133,Mostly Positive
1194630,150,108,Mostly Positive,3272,2421,Mostly Positive
1194930,62,35,Mixed,3163,2214,Mostly Positive
1195360,0,0,,63,44,Mostly Positive
1195480,0,0,,93,73,Mostly Positive
1195560,0,0,,131,102,Mostly Positive
1195901,0,0,,0,0,
1195904,0,0,,0,0,
1196100,0,0,,26,22,Positive
1196150,0,0,,41,28,Mostly Positive
1196400,0,0,,29,23,Positive
1196450,0,0,,31,27,Positive
1196470,0,0,,499,359,Mostly Positive
1196770,0,0,,287,200,Mostly Positive
1196788,0,0,,21,19,Positive
