id,OS,CPU,RAM,Graphics,DirectX,Disk Space,Additional,type
1016120,Windows 7x64 / Windows 8.1x64 / Windows 10x64,Intel Core i5-760 @ 2.80GHz or equivalent,4 GB RAM,AMD Radeon HD 5770 or NVIDIA GTX 650 with 1GB Video Ram,Version 11,12 GB available space,,M
1016120,Windows 7x64 / Windows 8.1x64 / Windows 10x64,Intel Core i5-4670 CPU @ 3.40GHz or equivalent,8 GB RAM,AMD Radeon HD 7850 or NVIDIA GTX 660 with 2GB video RAM,Version 11,12 GB available space,,R
1016600,Windows 7,Intel Core 2 Duo E5200,4 GB RAM,GeForce 9800GTX+ (1GB),Version 10,1 GB available space,"1080p, 16:9 recommended",M
1016600,Windows 10,Intel Core i5,8 GB RAM,GeForce GTX 560,Version 11,1 GB available space,"1080p, 16:9 recommended",R
1016770,Windows 7 or newer,2.0GHz,4 GB RAM,,,2 GB available space,,M
1016770,Windows 7 or newer,2.0GHz,4 GB RAM,,,2 GB available space,,R
1016790,Windows 7,Intel i5-4460 CPU / AMD FX-8350,4 GB RAM,Nvidia Geforce GTX 1030 / Radeon RX 550,,1 GB available space,,M
1016790,Windows 10,Intel Core i5-9400 / AMD Ryzen 5 3400G,8 GB RAM,Nvidia Geforce GTX 1060 / Radeon RX 580,Version 11,1 GB available space,,R
1016800,Windows 7 SP1 (x64),Intel Core i5-2500K CPU,8 GB RAM,Geforce GTX 660/GTX 1050/GTX 770M or AMD Radeon R7 260/Integrated Ryzen 7 4800H,Version 11,40 GB available space,30 FPS @ LOW Video Settings,M
1016800,"Windows 7 SP1 (x64), Windows 8 (x64), Windows 10 (x64)",Intel Core i7 4790k CPU,16 GB RAM,Geforce GTX 970/GTX 1060 or AMD Radeon RX 480/RX 570,Version 11,40 GB available space,30 FPS @ Ultra Video Settings / 60 FPS @ HIGH Video Settings,R
1016870,"Windows® 8.1 64 bit, Windows® 10 64 bit",Intel® Core™i5　2.4GHz  or better,4 GB RAM,NVIDIA® Geforce® GTX750 or better AMD Radeon™ R7 260X or better,Version 11,60 GB available space,"If using a router, please set the ports below to allow for packet transfer.  [Port numbers which may be used]  TCP: 80, 443, 54992-54994, 55006-55007, 55021-55040",M
1016870,"Windows® 8.1 64 bit, Windows® 10 64 bit",Intel® Core™i7 3GHz or higher,8 GB RAM,1920 x 1080: NVIDIA® Geforce® GTX970 or higher AMD Radeon™ RX 480 or higher,Version 11,60 GB available space,"If using a router, please set the ports below to allow for packet transfer.  [Port numbers which may be used]  TCP: 80, 443, 54992-54994, 55006-55007, 55021-55040",R
1016920,Windows 7,2 GHz Dual Core,4 GB RAM,Intel HD Graphics 520,,2 GB available space,,M
1016920,,,,,,,,R
1016960,"Windows 7, 32bit, 64bit (DirectX 12 equivalent)",Intel i5 2.3GHz or AMD A9 2.9GHz equivalent,4 GB RAM,"ATI Mobility Radeon HD 5xxx, 1GB VRAM 5000",,5 GB available space,,M
1016960,Windows 10 64bit (DirectX 12 equivalent),Intel i5 3.3GHz or AMD FX-8350 4.0GHz equivalent,8 GB RAM,NVIDIA GeForce GTX 960、ATI Mobility Radeon R9 290,,5 GB available space,,R
1017030,"Windows 7 64-bit, Windows 8.1, Windows 10",Intel Core i5-4330/AMD FX-6300,8 GB RAM,NVIDIA GeForce GTX 960 2GB/ AMD Radeon R7 370 2GB,Version 11,3 GB available space,60fps low settings at 1080p,M
1017030,"64-bit Windows 7, Windows 8, or Windows 10",Intel Corei5-6600K/ AMD Ryzen 5 1600,16 GB RAM,Nvidia GeForce GTX 1060 3GB/ AMD Radeon RX 580 4GB,Version 11,3 GB available space,60fps high settings at 1080p,R
1017180,Windows 7 64bit,+3 GHZ dual core processor,4 GB RAM,Nvidia GTX 650 TI or AMD equivalent,,500 MB available space,,F
1017220,Windows 7 64bit,"Intel 'i' series/AMD K10 series introduced 2009 onwards. 2 physical cores, 2Ghz 64 bit",4 GB RAM,NVIDIA GT 430 or better/ AMD ATI 5550 or better,,500 MB available space,,F
1017510,WIN7-64 bit,Intel i3-2100 / AMD A8-5600k,4 GB RAM,GeForce GTX 630 / Radeon HD 6570,Version 11,3 GB available space,,M
1017510,Win7 -64 bit,Intel i5-650 / AMD A10-5800K,,Nvidia GeForce GTX 650 / Radeon HD 7510,,,,R
1017900,Windows 10 64bit,1.8 Ghz+ Dual Core or greater i5 or AMD equivalent,4 GB RAM,"DirectX 11.0 compatible card with Direct3D Feature Level 11_0 or higher support and 1GB of free memory -  Intel: HD 4000 (Ivy Bridge CPU)or better GPU -  nVidia: GT 430 or better desktop GPU, or GT 425M or better mobile GPU -  AMD: Radeon HD 5500 or better Desktop GPU, or Mobility Radeon 5650 or better mobile GPU",Version 11,20 GB available space,,M
1017900,Windows 10 64bit,2.4 Ghz i5 or greater (4 HW threads),16 GB RAM,Nvidia GTX 650; AMD HD 5850,Version 11,20 GB available space,,R
10180,Microsoft Windows XP or Windows Vista (Windows 95/98/ME/2000 are unsupported),Intel Pentium 4 3.2 GHz or AMD Athlon 64 3200+ processor or better supported,1 GB RAM,256 MB NVIDIA GeForce 6600GT or better or ATI Radeon 1600XT or better,Microsoft DirectX(R) 9.0c,12GB of free hard drive space,,F
1018010,Windows 10 - 64bit,Intel Core i3-4160,4 GB RAM,Intel HD Graphics 4400 (VRAM 128MB),Version 11,800 MB available space,1920 x 1080 monitor resolution,M
1018010,Windows 10 - 64bit,Intel Core i3-6300,4 GB RAM,GeForce GTX 750Ti (VRAM 2GB),Version 11,800 MB available space,1920 x 1080 monitor resolution.   Gamepad or Controller Recommended.,R
1018020,Windows 10 - 64bit,Intel Core i3-4160,4 GB RAM,Intel HD Graphics 4400 (VRAM 128MB),Version 11,504 MB available space,1920 x 1080 monitor resolution,M
1018020,Windows 10 - 64bit,Intel Core i3-6300,4 GB RAM,GeForce GTX 750Ti (VRAM 2GB),Version 11,504 MB available space,1920 x 1080 monitor resolution.   Gamepad or Controller Recommended.  2 controllers are requied for 2 player mode.,R
1018800,Windows 7 or Newer,Core i3-3120M,2 MB RAM,intel graphics 4000,Version 9.0,1 GB available space,,F
1018830,Windows 8,Dual Core 2.6+ GHz Intel or AMD,8 GB RAM,2048 MB VRAM,Version 9.0,9 GB available space,,M
1018830,,,,,,,,R
1018850,Windows 7 SP1+,SSE2 instruction set support,4 GB RAM,Graphics card with DX10 (shader model 4.0) capabilities,Version 10,2 GB available space,,F
1019310,Windows 7,2 Ghz,2 GB RAM,Intel HD 3000,Version 9.0,2 GB available space,,F
1019450,Windows 7/8.1/10 x64,Intel i5-760 (4*2800) or equivalent,4 GB RAM,GeForce GTX 460 (1024 MB) or equivalent,Version 11,2 GB available space,30 FPS HIGH,M
1019450,Windows 7/8/10 x64,Intel Core i7-6700 or equivalent,8 GB RAM,NVIDIA Geforce 1060 or equivalent,Version 11,2 GB available space,60 FPS ULTRA,R
1019550,32/64-bit Windows 7 / 8.1 / 10,Intel Core i5-7600 / AMD equivalent or greater,12 GB RAM,NVIDIA GeForce GTX 970 / AMD equivalent or greater,Version 11,8 GB available space,VR support is required,M
1019550,32/64-bit Windows 7 / 8.1 / 10,Intel Core i7-9700K / AMD equivalent or greater,16 GB RAM,NVIDIA GeForce GTX 1080 / AMD equivalent or greater,Version 11,8 GB available space,VR support is required,R
1019920,Windows7 or newer,intelCorei7 or newer,2 GB RAM,GeForceGTX550 or newer,Version 11,2 GB available space,,F
1019930,"Windows 7 64-bit, Windows 8.1, Windows 10",Intel Core i5-4330/AMD FX-6300,8 GB RAM,NVIDIA GeForce GTX 960 2GB/ AMD Radeon R7 370 2GB,Version 11,3 GB available space,60fps low settings at 1080p,M
1019930,"64-bit Windows 7, Windows 8, or Windows 10",Intel Corei5-6600K/ AMD Ryzen 5 1600,16 GB RAM,Nvidia GeForce GTX 1060 3GB/ AMD Radeon RX 580 4GB,Version 11,3 GB available space,60fps high settings at 1080p,R
1019931,"Windows 7 64-bit, Windows 8.1, Windows 10",Intel Core i5-4330/AMD FX-6300,8 GB RAM,NVIDIA GeForce GTX 960 2GB/ AMD Radeon R7 370 2GB,Version 11,3 MB available space,60fps low settings at 1080p,M
1019931,"64-bit Windows 7, Windows 8, or Windows 10",Intel Corei5-6600K/ AMD Ryzen 5 1600,16 GB RAM,Nvidia GeForce GTX 1060 3GB/ AMD Radeon RX 580 4GB,Version 11,3 MB available space,60fps high settings at 1080p,R
1020030,Windows XP or higher.,2.0 GHz Core 2 Duo,2.0 GB GB RAM,OpenGL 2.0 or DirectX 9.0c,,,,M
1020030,,,,,,,,R
1020100,Windows 7,Intel Core i5 2.4Ghz or better,3 GB RAM,"Geforce GTX 960 / Radeon HD 7750 or better, 1GB video card memory",Version 10,5 GB available space,Only playable with a game controller or remote. Single screen setups recommended. Integrated Intel HD graphics cards not recommended.,M
1020100,Windows 10,,8 GB RAM,2GB video card memory,,5 GB available space,Only playable with a game controller or remote. Single screen setups recommended. Integrated Intel HD graphics cards not recommended.,R
1020270,"Windows 7, Windows 8, Windows 10",2.0 GHz,1 GB RAM,256 MB VRAM,,2 GB available space,,M
1020270,"Windows 7, Windows 8, Windows 10",2.5 GHz,1 GB RAM,512 MB VRAM,,2 GB available space,,R
1020470,Windows Vista or better,Intel 2.0ghz Core 2 Duo or equivalent,4 GB RAM,Nvidia 260 GTS / Radeon HD 4850 or better,Version 10,1 GB available space,,M
1020470,Windows 7 or better,Intel i5 3.1 Ghz Quad core,8 GB RAM,Nvidia GTX 660 / Radeon HD 7800 or better,Version 10,2 GB available space,,R
1020730,Windows XP,2.0 Ghz,2 GB RAM,Open GL 3.2+ Compliant,,1 GB available space,,M
1020730,,,,,,,,R
1021110,Windows 7 (64-bit) or newer,i5-6500 | Ryzen 5 1600,6 GB RAM,GeForce GTX 780 | Radeon HD 7970,Version 11,10 GB available space,,M
1021110,Windows 10 64bit,Intel Core i5-8400 / AMD Ryzen 5 2600,12 GB RAM,GeForce GTX 1060 / AMD Radeon RX 580,Version 11,10 GB available space,,R
1021770,Windows 7/8/10,Intel Pentium E2180 2.0 GHz,500 MB RAM,Intel HD Graphics 4400,,500 MB available space,,F
1021790,Windows 7 SP1 (64bit),Intel Dual-Core 2.4 GHz or AMD Dual-Core Athlon 2.5 GHz,4 GB RAM,NVIDIA GeForce 9800GT / AMD Radeon HD 5670 /  Intel HD Graphics 4000 with 512 MB VRAM,10,52 GB free space,,M
1021790,Windows 7 / 8 / 10 (64bit),Intel Core i5-4460 or AMD FX 4300 or better,8 GB RAM,NVIDIA GeForce GTX 660 / AMD Radeon HD 7800 Series with 2 GB VRAM,11,"78 GB free space, SSD / Hybrid HDD / SSHD storage",,R
10220,Windows 7 / Vista / XP,"3.0 Ghz P4, Dual Core 2.0 (or higher) or AMD64X2 (or higher)",1GP XP/2GB Vista,Video card must 128MB or more and should be a DirectX 9 –compatible with support for Pixel Shaders,9.0c,13.5 GB,,F
1022310,"64-bit Windows 7, 64-bit Windows 8 (8.1) or 64-bit Windows 10",Intel Core i5-2300 @ 2.80 GHz / AMD FX-4350 @ 4.2 GHz,8 GB RAM,NVIDIA GeForce GTX 460 or AMD Radeon HD 5870,Version 11,10 GB available space,,F
1022830,,,,,,,TBC,M
1022830,,,,,,,TBC,R
1022850,"Windows 7 64-bit, Windows 8.1, Windows 10",Intel Core i5-4330/AMD FX-6300,8 GB RAM,NVIDIA GeForce GTX 960 2GB/ AMD Radeon R7 370 2GB,Version 11,12 GB available space,60fps low settings at 1080p,M
1022850,"64-bit Windows 7, Windows 8.1, or Windows 10",Intel Corei5-6600K/ AMD Ryzen 5 1600,16 GB RAM,Nvidia GeForce GTX 1060 3GB/ AMD Radeon RX 580 4GB,Version 11,12 GB available space,60fps high settings at 1080p,R
1023550,Windows 7 or later,Intel Core 2 Duo E6320 (2*1866) or equivalent,1 GB RAM,GeForce 7600 GS (512 MB) or equivalent,,1 GB available space,,M
1023550,,,,,,,,R
1023690,Windows 7/8/10,2.0 GHz or better,2 GB RAM,DirectX 8.1 capable GPU,,4 GB available space,,F
1024010,Windows 7/8/8.1/10 (x64 x86),Intel Core i5-4590 (AMD FX 8350),4 GB RAM,NVIDIA GTX 970 or equivalent,Version 11,15 GB available space,System requirements may change during the development of the game,M
1024010,Windows 7/8/8.1/10 (x64 x86),Intel Core i7-4790k (AMD Ryzen 7 1700),8 GB RAM,NVIDIA GTX 1080 or equivalent,Version 11,15 GB available space,System requirements may change during the development of the game,R
1024380,Windows 10 (64-Bit versions),Processor: Intel Core i5-3570 or AMD Ryzen 3 1300X (Quad-core is minimum),12 GB RAM,Nvidia GTX 780 3GB or AMD R9 280 3GB,,30 GB available space,,M
1024380,Windows 10 (64-Bit versions),Intel Core i7-4770 or AMD Ryzen 5 1600X,16 GB RAM,Nvidia GTX 1070 8 GB or AMD Vega 56 8GB,,50 GB available space,,R
1024460,7,Intel Core i5,4 GB RAM,NVIDIA GeForce GTX 650,Version 11,800 MB available space,x64 processor,M
1024460,7,Intel Core i7,8 GB RAM,GTX 760,Version 11,800 MB available space,,R
1024480,Windows 10 64-bit,Quad Core 3.2 GHz,8 GB RAM,Geforce GTX 770 equivalent,Version 11,24 GB available space,,M
1024480,,Quad Core 3.4 GHz,,Geforce GTX 1060 6GB,,,,R
1024650,Windows 8.1 or Windows 10 (64bit versions),"AMD or Intel, Intel Core i5 2400s @ 2.5 GHz or AMD FX 4100 @ 3.6",8 GB RAM,"nVidia GeForce GTX 680 or AMD Radeon HD7970 or better (2048MB VRAM or more, with Shader Model 5.0)",Version 11,10 GB available space,,M
1024650,Windows 8.1 or Windows 10 (64bit versions),"AMD or Intel, Intel Core i5 7400s @ 3.5 GHz or AMD Ryzen 5 @ 3.4 GHz",16 GB RAM,"nVidia GeForce GTX 1060 or AMD Radeon RX 580 or better (4096MB VRAM or more, with Shader Model 5.0)",Version 11,10 GB available space,,R
1024701,,,,,,,,M
1024701,,,,,,,,R
1024702,,,,,,,,M
1024702,,,,,,,,R
1024703,,,,,,,,M
1024703,,,,,,,,R
1024704,,,,,,,,M
1024704,,,,,,,,R
1024770,"64 bit, Windows 7 and above","Triple-core Intel or AMD, 2.0 GHz or faster",8 GB RAM,NVIDIA GeForce 460 GTX or AMD Radeon 5870 HD series or higher Mobile: NVIDIA GeForce GTX 580M or higher.,Version 11,,,M
1024770,"64 bit, Windows 7 and above","Quad-core Intel or AMD, 2.5 GHz or faster",8 GB RAM,NVIDIA GeForce 660 GTX or AMD Radeon 7870 HD series or higher,Version 11,,,R
1025140,7/8/10 (32bit/64bit),Intel Pentium 4 1.8GHz,512 MB RAM,"65536 (TrueColor, 16bit)",,,,M
1025140,7/8/10 (32bit/64bit),Dual-Core,1 GB RAM,"16777216色 (FullColor, 32bit)",,,,R
1025250,Windows 10 64bit,Intel Core i5,1 GB RAM,NVIDIA GeForce GTX 970,,2 GB available space,,F
1025410,Windows 7,Intel Core i5 (2nd gen) or AMD FX 6350,8 GB RAM,NVIDIA GeForce GTX 960 or AMD R9 270X,,12 GB available space,,M
1025410,Windows 10,Intel Core i5 (4th gen) or AMD Ryzen 5,8 GB RAM,NVIDIA GeForce 970 or AMD RX 570,,12 GB available space,,R
1025600,Windows Vista or later,Celeron or equivalent 400MHz,64 MB RAM,DirectX 8 compliant 16MB VRAM 3D AGP accelerated video card,Version 8.0,,,M
1025600,Windows Vista or later,Pentium III 750MHz or equivalent,128 MB RAM,DirectX 8 compliant 32MB VRAM 3D AGP accelerated video card,Version 8.0,,,R
102600,"Windows XP, Windows Vista or Windows 7",2GHz Dual Core,2 GB RAM,NVIDIA GeForce 6800 or ATI Radeon x1950 or better with 256MB VRAM,dx90c,5 GB HD space,,F
1026400,Windows 7 or later,64bit Intel compatible Dual Core CPU,1 GB RAM,512MB,Version 11,200 MB available space,,M
1026400,Windows 8.1,64bit Intel compatible Dual Core CPU,2 GB RAM,512MB,Version 11,200 MB available space,,R
1026420,Windows 7 SP1 / 8.1 / 10 64 bit,Intel Core i3 2100 / AMD Phenom II x4 955,4 GB RAM,1 GB VRAM - NVIDIA GeForce GTX 470 / ATI Radeon HD5800,Version 11,3 GB available space,,M
1026420,Windows 7 SP1 / 8.1 / 10 64 bit,Intel Core i7 3770K / AMD FX 8350,6 GB RAM,2 GB VRAM - NVIDIA GeForce GTX 560 / AMD Radeon HD6850,Version 11,3 GB available space,,R
1026680,Windows® 7 SP1 / 8.1 / 10,AMD A-Seiries 2.2GHz / Intel® Core™ i3 2.2GHz,2 GB RAM,AMD Radeon™ R7 240 / NVIDIA® GeForce® GT 730,Version 11,5 GB available space,OpenGL 3.3 or higher,M
1026680,Windows® 7 SP1 / 8.1 / 10,AMD A8-Series 3.1GHz / Intel® Core™ i5 2.8GHz,4 GB RAM,AMD Radeon™ RX 470 / NVIDIA® GeForce® GTX 960,Version 11,5 GB available space,OpenGL 3.3 or higher,R
1026740,Windows 7 / 8 / 8.1 / 10 (64bit only),Intel Core i5 Processor or similar with at least 2.6 GHz,6 GB RAM,Nvidia GeForce GTX 560 or similar AMD Radeon (no support for onboard cards),Version 11,50 MB available space,,M
1026740,Windows 7 / 8 / 8.1 / 10 (64bit only),Intel Core i7 Processor or similar with at least 3.5 GHz,8 GB RAM,Nvidia Geforce GTX 780 or AMD Radeon RX 480,Version 11,50 MB available space,Installing on SSD recommended,R
1026750,Windows 7 / 8 / 8.1 / 10 (64bit only),Intel Core i5 Processor or similar with at least 2.6 GHz,6 GB RAM,Nvidia GeForce GTX 560 or similar AMD Radeon (no support for onboard cards),Version 11,50 MB available space,,M
1026750,Windows 7 / 8 / 8.1 / 10 (64bit only),Intel Core i7 Processor or similar with at least 3.5 GHz,8 GB RAM,Nvidia Geforce GTX 780 or AMD Radeon RX 480,Version 11,50 MB available space,Installing on SSD recommended,R
1026970,,,,,,1 MB available space,,M
1026970,,,,,,1 MB available space,,R
10270,Windows XP SP2/Vista/7/8,Intel Pentium 4 2.0 GHz,1 GB RAM,video card NVidia 6800 GT or higher with 128 MB video memory,,10 GB available space,,F
1027820,"64-bit Windows 7, Windows 8.1, Windows 10",Intel Core i3-4340 / AMD FX-6300,2 GB RAM,NVIDIA GeForce GTX 960 2GB / AMD Radeon R7 370 2GB,Version 11,7 GB available space,,M
1027820,"64-bit Windows 7, Windows 8.1, Windows 10",Intel Core i5-6600K / AMD Ryzen 5 1600,,,,7 GB available space,,R
1027880,Any,Any,,,,,,F
1028270,64bit OS - Windows 7,Intel i3-4170,,NVIDIA GTX 660 / ATI HD7870 - 1GB VRAM,,60 GB available space,,M
1028270,64bit OS - Windows 10,Intel i7 Quad Core,,NVidia GTX 760 / R9 270x - 4GB VRAM,,60 GB available space,,R
102840,"Windows XP SP3, Windows Vista SP2, Windows 7 SP1",Intel Pentium 4 (or equivalent) running at 2.4GHz or greater; AMD Athlon 64 (or equivalent) running at 2.4GHz or greater,1.5 GB or greater,NVIDIA Geforce 6800 Ultra (256MB) or ATI Radeon X1950 PRO (256MB) or greater,DirectX June 2010,1.5 GB,,F
1028430,Windows 7 (SP1+)/8.1/10 64bit,Intel i5-2300/AMD FX-4300,8 GB RAM,nVidia GTX 560 (2GB)/AMD Radeon 7850 (2GB),Version 11,8 GB available space,Minimum specifications may change during development,M
1028430,Windows 7 (SP1+)/8.1/10 64bit,Intel i7-4770/AMD FX-8350,12 GB RAM,nVidia GTX 980 (4GB)/AMD R9 380 (4GB),Version 11,8 GB available space,Recommended specifications may change during development,R
1028630,Windows 7 (x64) or higher,Intel Core i3-3210 / AMD Athlon II X4 555,4 GB RAM,Radeon HD 6670 or NVIDIA Geforce GT710 with Min 2GB Memory,Version 11,25 GB available space,Controller Required,M
1028630,Windows 10 (x64),Intel Core i5-4200 / AMD Phenom II X4 970,8 GB RAM,AMD Radeon R9 390X or NVIDIA GeForce GTX 970 with minimum 2GB Memory,Version 11,25 GB available space,Controller Required,R
1028840,Windows 7,Intel i3,4 GB RAM,NVidia 550 or similar,Version 10,4 GB available space,,M
1028840,Windows 10,Intel i5,8 GB RAM,Nvidia 750 or similar,Version 10,4 GB available space,,R
1028890,64-bit Windows 7+ (8 / 8.1 / 10),Intel CPU Core i3-2120 (3.3 GHz) / AMD CPU FX-6300 (3.5 GHz),4 GB RAM,Nvidia GeForce GTX 760 (2 GB) / AMD Radeon HD 7850 (2 GB),Version 11,30 GB available space,,M
1028890,64-bit Windows 7+ (8 / 8.1 / 10),Intel CPU Core i7-2600 (3.4 GHz) / AMD CPU FX-8320 (3.5 GHz),8 GB RAM,Nvidia GeForce GTX 1060 (3 GB) / AMD Radeon RX 480 (4 GB),Version 11,30 GB available space,,R
1028892,64-bit Windows 7+ (8 / 8.1 / 10),Intel CPU Core i3-2120 (3.3 GHz) / AMD CPU FX-6300 (3.5 GHz),4 GB RAM,Nvidia GeForce GTX 760 (2 GB) / AMD Radeon HD 7850 (2 GB),Version 11,30 GB available space,,M
1028892,64-bit Windows 7+ (8 / 8.1 / 10),Intel CPU Core i7-2600 (3.4 GHz) / AMD CPU FX-8320 (3.5 GHz),8 GB RAM,Nvidia GeForce GTX 1060 (3 GB) / AMD Radeon RX 480 (4 GB),Version 11,30 GB available space,,R
1028894,64-bit Windows 7+ (8 / 8.1 / 10),Intel CPU Core i3-2120 (3.3 GHz) / AMD CPU FX-6300 (3.5 GHz),4 GB RAM,Nvidia GeForce GTX 760 (2 GB) / AMD Radeon HD 7850 (2 GB),Version 11,30 GB available space,,M
1028894,64-bit Windows 7+ (8 / 8.1 / 10),Intel CPU Core i7-2600 (3.4 GHz) / AMD CPU FX-8320 (3.5 GHz),8 GB RAM,Nvidia GeForce GTX 1060 (3 GB) / AMD Radeon RX 480 (4 GB),Version 11,30 GB available space,,R
1029210,Windows Vista or Later,Toaster processor or better (2009+),,Most cards that can produce Graphics(tm),Version 9.0c,2000 MB available space,,F
1029630,"Windows 10, 8, 7",1.6 GHZ,4 GB RAM,256MB DirectX 9.0-compatible video card,,4 GB available space,,M
1029630,"Windows 10, 8, 7","2 Ghz , multi-core processor",4 GB RAM,3D Video card with 512 mb or more of dedicated VRAM,,,,R
1029780,Windows 7 64-bit,"AMD or Intel, 3.3 GHz (AMD FX 8300, Intel i5 3000)",8 GB RAM,"AMD/NVIDIA dedicated GPU, 2GB dedicated VRAM (Radeon RX 560, Geforce GTX 1050)",Version 11,1 GB available space,,M
1029780,Windows 10 64-bit,"AMD or Intel, 4 GHz (AMD Ryzen 5 3600, Intel i5 8600)",16 GB RAM,"AMD/NVIDIA dedicated GPU, 4GB dedicated VRAM (Radeon RX 580, Geforce GTX 1080)",Version 11,2 GB available space,,R
1029870,"Windows 7, 8, 10",1.6 GHZ,1 GB RAM,Intel Integrated Graphics,Version 9.0,512 MB available space,,F
1029890,Windows 7,Intel Core i5-3470 (3.2 GHz) / AMD A8-7600 (3.1 GHz),5 GB RAM,GeForce GTX 750 Ti / AMD Radeon R7 265,Version 11,14 GB available space,Requires a 64-bit processor and operating system,M
