id,url
2308,https://store.steampowered.com/bundle/2308/Serious_Sam_VR_Bundle/?snr=1_7_7_7000_150_142
21252,https://store.steampowered.com/bundle/21252/Backbone_Artifact_Edition/?snr=1_7_7_7000_150_142
2553,https://store.steampowered.com/bundle/2553/NecroDancer_ULTIMATE_PACK/?snr=1_7_7_7000_150_143
21544,https://store.steampowered.com/bundle/21544/SRPG_Studio_DLC_Bundle/?snr=1_7_7_7000_150_143
16066,https://store.steampowered.com/bundle/16066/Craftopia__Game__Soundtrack_Bundle/?snr=1_7_7_7000_150_143
1984,https://store.steampowered.com/bundle/1984/Knuckle_Cracker_Universal_Collection/?snr=1_7_7_7000_150_143
11927,https://store.steampowered.com/bundle/11927/Ultimate_Fishing_Simulator_VR__Gold_Edition/?snr=1_7_7_7000_150_143
5177,https://store.steampowered.com/bundle/5177/Crusader_Kings_II_Dynasty_Starter_Pack/?snr=1_7_7_7000_150_144
9145,https://store.steampowered.com/bundle/9145/GalGun_2__VR_Bundle/?snr=1_7_7_7000_150_144
13454,https://store.steampowered.com/bundle/13454/Pressurized_Environments_Bundle/?snr=1_7_7_7000_150_144
281,https://store.steampowered.com/bundle/281/Enter_The_Gungeon_Collectors_Edition/?snr=1_7_7_7000_150_144
4132,https://store.steampowered.com/bundle/4132/Runic_Games_Collection/?snr=1_7_7_7000_150_144
23149,https://store.steampowered.com/bundle/23149/Despots_Game_Supporter_Edition/?snr=1_7_7_7000_150_144
22243,https://store.steampowered.com/bundle/22243/Cooking_Simulator__Cooking_Simulator_VR/?snr=1_7_7_7000_150_144
20949,https://store.steampowered.com/bundle/20949/Provide_and_Survive/?snr=1_7_7_7000_150_145
10853,https://store.steampowered.com/bundle/10853/Pinkpeachs_game_collection/?snr=1_7_7_7000_150_145
13676,https://store.steampowered.com/bundle/13676/_Existential_Dilogy/?snr=1_7_7_7000_150_145
13832,https://store.steampowered.com/bundle/13832/Just_Cause_Collection/?snr=1_7_7_7000_150_145
23161,https://store.steampowered.com/bundle/23161/Nobunagas_Ambition_Archives_Vol4/?snr=1_7_7_7000_150_145
12672,https://store.steampowered.com/bundle/12672/Broken_Reality_Hypnospace_Outlaw/?snr=1_7_7_7000_150_146
1215,https://store.steampowered.com/bundle/1215/Enigmatis_Collection/?snr=1_7_7_7000_150_146
21116,https://store.steampowered.com/bundle/21116/Beat_Saber__Interscope_Mixtape_Music_Pack/?snr=1_7_7_7000_150_146
18142,https://store.steampowered.com/bundle/18142/Seek_Girl_collection/?snr=1_7_7_7000_150_146
20814,https://store.steampowered.com/bundle/20814/Necromunda_Hired_Gun__Bundle/?snr=1_7_7_7000_150_147
12963,https://store.steampowered.com/bundle/12963/_/?snr=1_7_7_7000_150_147
6421,https://store.steampowered.com/bundle/6421/IFI_Hakuoki_Kyoto_Winds__Edo_Blossoms_Bundle/?snr=1_7_7_7000_150_148
6429,https://store.steampowered.com/bundle/6429/Multiplayer_Party_Pack/?snr=1_7_7_7000_150_148
10318,https://store.steampowered.com/bundle/10318/Devil_May_Cry_5__Deluxe_Upgrade/?snr=1_7_7_7000_150_148
6542,https://store.steampowered.com/bundle/6542/All_You_Can_Drill/?snr=1_7_7_7000_150_148
21151,https://store.steampowered.com/bundle/21151/ARK_Survival_Evolved_Season_Pass/?snr=1_7_7_7000_150_15
6481,https://store.steampowered.com/bundle/6481/Europa_Universalis_IV_Empire_Bundle/?snr=1_7_7_7000_150_15
13027,https://store.steampowered.com/bundle/13027/Planet_Coaster_Complete_the_Collection/?snr=1_7_7_7000_150_15
237,https://store.steampowered.com/bundle/237/HalfLife_1_Anthology/?snr=1_7_7_7000_150_150
6636,https://store.steampowered.com/bundle/6636/Shadow_Tactics_Digital_Collectors_Edition/?snr=1_7_7_7000_150_150
